2016-04-10 11:52:40 INFO  Main:44 - Application Started
2016-04-10 11:55:15 INFO  Main:44 - Application Started
2016-04-10 11:55:15 INFO  Main:45 - Please wait while processing Data
2016-04-10 11:56:14 INFO  Main:64 - Application Stopped
2016-04-10 11:56:14 INFO  Main:65 - Output.txt file is created at the resources folder
2016-04-10 12:25:08 INFO  Main:44 - Application Started
2016-04-10 12:25:08 INFO  Main:45 - Please wait while processing Data
2016-04-10 12:26:23 INFO  Main:64 - Application Stopped
2016-04-10 12:26:23 INFO  Main:65 - Output.txt file is created at the resources folder
2016-04-10 12:41:44 INFO  Main:44 - Application Started
2016-04-10 12:41:44 INFO  Main:45 - Please wait while processing Data
2016-04-10 12:42:58 INFO  Main:64 - Application Stopped
2016-04-10 12:42:58 INFO  Main:65 - Output.txt file is created at the resources folder
2016-04-21 18:36:43 INFO  Main:44 - Application Started
2016-04-21 18:36:43 INFO  Main:45 - Please wait while processing Data
2016-04-21 18:37:55 INFO  Main:64 - Application Stopped
2016-04-21 18:37:55 INFO  Main:65 - Output.txt file is created at the resources folder
2016-04-21 18:40:22 INFO  Main:44 - Application Started
2016-04-21 18:40:22 INFO  Main:45 - Please wait while processing Data
2016-04-21 18:40:23 INFO  Main:82 - {"title":"Sony Cyber-shot DSC-W310 - Digital camera - compact - 12.1 Mpix - optical zoom: 4 x - supported memory: MS Duo, SD, MS PRO Duo, MS PRO Duo Mark2, SDHC, MS PRO-HG Duo - silver","manufacturer":"Sony","currency":"USD","price":"108.75"}
2016-04-21 18:40:23 INFO  Main:82 - {"title":"Sony Cyber-shot DSC-W310 - Digital camera - compact - 12.1 Mpix - optical zoom: 4 x - supported memory: MS Duo, SD, MS PRO Duo, MS PRO Duo Mark2, SDHC, MS PRO-HG Duo - silver","manufacturer":"Sony","currency":"USD","price":"113.55"}
2016-04-21 18:40:23 INFO  Main:82 - {"title":"Samsung TL240 - Digital camera - compact - 14.2 Mpix - optical zoom: 7 x - supported memory: microSD, microSDHC - black","manufacturer":"Samsung","currency":"USD","price":"210.00"}
2016-04-21 18:40:23 INFO  Main:82 - {"title":"Samsung TL240 - Digital camera - compact - 14.2 Mpix - optical zoom: 7 x - supported memory: microSD, microSDHC - black","manufacturer":"Samsung","currency":"USD","price":"265.99"}
2016-04-21 18:40:23 INFO  Main:82 - {"title":"Samsung TL240 - Digital camera - compact - 14.2 Mpix - optical zoom: 7 x - supported memory: microSD, microSDHC - black","manufacturer":"Samsung","currency":"USD","price":"275.35"}
2016-04-21 18:40:23 INFO  Main:82 - {"title":"Samsung TL240 - Digital camera - compact - 14.2 Mpix - optical zoom: 7 x - supported memory: microSD, microSDHC - gray","manufacturer":"Samsung","currency":"USD","price":"265.99"}
2016-04-21 18:40:23 INFO  Main:82 - {"title":"Samsung DualView TL220 - Appareil Photo Numérique Compact, 12,2 mégapixels - Rouge","manufacturer":"Samsung","currency":"EUR","price":"290.00"}
2016-04-21 18:40:23 INFO  Main:82 - {"title":"Samsung DualView TL220 - Appareil Photo Numérique Compact, 12, 2 mégapixels - Bleu","manufacturer":"Samsung","currency":"EUR","price":"290.00"}
2016-04-21 18:40:24 INFO  Main:82 - {"title":"Leica Digilux 4.3 2.4MP Digital Camera w/ 3x Optical Zoom","manufacturer":"Leica","currency":"USD","price":"225.00"}
2016-04-21 18:40:24 INFO  Main:82 - {"title":"Leica Digilux 1 3.9MP Digital Camera w/ 3x Optical Zoom","manufacturer":"Leica","currency":"USD","price":"399.00"}
2016-04-21 18:40:24 INFO  Main:82 - {"title":"Kameratasche, Fototasche Modell Southbull Easy, Set mit 4 GB SD Karte, für Leica M8, M8.2, M9, Digilux 3","manufacturer":"Dörr","currency":"EUR","price":"35.95"}
2016-04-21 18:40:24 INFO  Main:82 - {"title":"Fujifilm FinePix Z900EXR Digital Still Camera - Pink (16MP, 5x Optical Zoom) 3.5 inch LCD Touch Screen","manufacturer":"FUJIFILM","currency":"GBP","price":"229.99"}
2016-04-21 18:40:24 INFO  Main:82 - {"title":"Fujifilm FinePix Z900EXR Digital Still Camera - Blue (16MP, 5x Optical Zoom) 3.5 inch LCD Touch Screen","manufacturer":"FUJIFILM","currency":"GBP","price":"229.99"}
2016-04-21 18:40:24 INFO  Main:82 - {"title":"Fujifilm FinePix Z900EXR Digital Still Camera - Red (16MP, 5x Optical Zoom) 3.5 inch LCD Touch Screen","manufacturer":"FUJIFILM","currency":"GBP","price":"229.99"}
2016-04-21 18:40:24 INFO  Main:82 - {"title":"Fujifilm FinePix Z900EXR Digital Still Camera - Black (16MP, 5x Optical Zoom) 3.5 inch LCD Touch Screen","manufacturer":"FUJIFILM","currency":"GBP","price":"229.99"}
2016-04-21 18:40:24 INFO  Main:82 - {"title":"Fujifilm - FinePix Z900EXR - Appareil photo numérique - 16 Mpix - Noir","manufacturer":"FUJIFILM","currency":"EUR","price":"249.00"}
2016-04-21 18:40:24 INFO  Main:82 - {"title":"Fujifilm - FinePix Z900EXR - Appareil photo numérique - 16 Mpix - Rouge","manufacturer":"FUJIFILM","currency":"EUR","price":"249.00"}
2016-04-21 18:40:24 INFO  Main:82 - {"title":"Fujifilm - FinePix Z900EXR - Appareil photo numérique - 16 Mpix - Blanc","manufacturer":"FUJIFILM","currency":"EUR","price":"249.00"}
2016-04-21 18:40:24 INFO  Main:82 - {"title":"Canon PowerShot SD980 IS Compact Digital ELPH Camera, Blue - Refurbished","manufacturer":"Canon","currency":"USD","price":"149.95"}
2016-04-21 18:40:24 INFO  Main:82 - {"title":"Canon PowerShot SD980 IS Compact Digital ELPH Camera, Gold - Refurbished","manufacturer":"Canon","currency":"USD","price":"134.95"}
2016-04-21 18:40:24 INFO  Main:82 - {"title":"Canon PowerShot SD980 IS Compact Digital ELPH Camera, Silver - Refurbished","manufacturer":"Canon","currency":"USD","price":"134.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Casio Exilim EX-H20G EXILIM Hi-Zoom; 14.1 MP; 4320 x 3240 pixels; 4 x; 10 x; 3.2 - 5.7; 3.2 - 7.5 (EX-H20GSREDA)","manufacturer":"CASIO","currency":"GBP","price":"246.24"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Casio Exilim EX-H20G GPS-Digitalkamera (14 Megapixel, 10-fach opt, Zoom, 7,6 cm (3 Zoll) Display, bildstabilisiert) schwarz","manufacturer":"CASIO","currency":"EUR","price":"233.49"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Casio Exilim EX-H20G GPS-Digitalkamera (14 Megapixel, 10-fach opt, Zoom, 7,6 cm (3 Zoll) Display, bildstabilisiert) schwarz","manufacturer":"CASIO","currency":"EUR","price":"242.22"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Casio Exilim EX-H20G GPS-Digitalkamera (14 Megapixel, 10-fach opt, Zoom, 7,6 cm (3 Zoll) Display, bildstabilisiert) silber","manufacturer":"CASIO","currency":"EUR","price":"235.94"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Casio Exilim EX-H20G GPS-Digitalkamera (14 Megapixel, 10-fach opt, Zoom, 7,6 cm (3 Zoll) Display, bildstabilisiert) silber","manufacturer":"CASIO","currency":"EUR","price":"244.72"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Casio Exilim EX-H20G GPS-Digitalkamera (14 Megapixel, 10-fach opt, Zoom, 7,6 cm (3 Zoll) Display, bildstabilisiert) silber","manufacturer":"CASIO","currency":"EUR","price":"249.99"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera with 5x Wide Angle Optical Zoom and 3.0 Inch LCD (Midnight Black)","manufacturer":"Eastman Kodak Company","currency":"USD","price":"70.00"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera with 5x Wide Angle Optical Zoom and 3.0 Inch LCD (Midnight Black)","manufacturer":"Eastman Kodak Company","currency":"USD","price":"108.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera with 5x Wide Angle Optical Zoom and 3.0 Inch LCD (Midnight Black)","manufacturer":"Eastman Kodak Company","currency":"USD","price":"137.59"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera with 5x Wide Angle Optical Zoom and 3.0 Inch LCD (Flame Red)","manufacturer":"Eastman Kodak Company","currency":"USD","price":"80.99"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera with 5x Wide Angle Optical Zoom and 3.0 Inch LCD (Flame Red)","manufacturer":"Eastman Kodak Company","currency":"USD","price":"84.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera with 5x Wide Angle Optical Zoom and 3.0 Inch LCD (Lake Blue)","manufacturer":"Eastman Kodak Company","currency":"USD","price":"87.99"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera with 5x Wide Angle Optical Zoom and 3.0 Inch LCD (Lake Blue)","manufacturer":"Eastman Kodak Company","currency":"USD","price":"95.48"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera with 5x Wide Angle Optical Zoom and 3.0 Inch LCD (Forest Green)","manufacturer":"Eastman Kodak Company","currency":"USD","price":"97.83"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera with 5x Wide Angle Optical Zoom and 3.0 Inch LCD (Forest Green)","manufacturer":"Eastman Kodak Company","currency":"USD","price":"111.99"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera with 5x Wide Angle Optical Zoom and 3-Inch LCD in Red + 8GB Accessory Kit","manufacturer":"Kodak","currency":"USD","price":"159.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera with 5x Wide Angle Optical Zoom and 3-Inch LCD in Blue + 4GB Accessory Kit","manufacturer":"Kodak","currency":"USD","price":"149.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera with 5x Wide Angle Optical Zoom and 3-Inch LCD in Blue + 8GB Accessory Kit","manufacturer":"Kodak","currency":"USD","price":"159.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera with 5x Wide Angle Optical Zoom and 3-Inch LCD in Red + 4GB Accessory Kit","manufacturer":"Kodak","currency":"USD","price":"149.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 Digital Camera - Black (14MP, 5x Optical Zoom) 3.0 inch LCD","manufacturer":"Kodak","currency":"GBP","price":"60.00"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 Digital Camera - Black (14MP, 5x Optical Zoom) 3.0 inch LCD","manufacturer":"Kodak","currency":"GBP","price":"63.73"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 Digital Camera - Red (14MP, 5x Optical Zoom) 3.0 inch LCD","manufacturer":"Kodak","currency":"GBP","price":"64.09"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 Digital Camera - Red (14MP, 5x Optical Zoom) 3.0 inch LCD","manufacturer":"Kodak","currency":"GBP","price":"74.99"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 Digital Camera - Red (14MP, 5x Optical Zoom) 3.0 inch LCD","manufacturer":"Kodak","currency":"GBP","price":"86.90"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 Digital Camera - Green (14MP, 5x Optical Zoom) 3.0 inch LCD","manufacturer":"Kodak","currency":"GBP","price":"99.53"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 Digital Camera - Green (14MP, 5x Optical Zoom) 3.0 inch LCD","manufacturer":"Kodak","currency":"GBP","price":"99.53"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera w/ 5x Wide Angle Optical Zoom, 3.0\" LCD (Black) + Camera Bag + Table Tripod + 3 pieces Cleaning Kit","manufacturer":"Kodak","currency":"GBP","price":"63.79"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera w/ 5x Wide Angle Optical Zoom, 3.0\" LCD (Black) + 2GB SD Card + Camera Bag(S) + Table Tripod + 3 pieces Cleaning Kit + SD Card Reader","manufacturer":"Kodak","currency":"GBP","price":"68.55"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera w/ 5x Wide Angle Optical Zoom, 3.0\" LCD (Black) + 2GB SD Card","manufacturer":"Kodak","currency":"GBP","price":"65.04"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera w/ 5x Wide Angle Optical Zoom, 3.0\" LCD (Black) + 8GB SD Card","manufacturer":"Kodak","currency":"GBP","price":"69.43"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera w/ 5x Wide Angle Optical Zoom, 3.0\" LCD (Black) + 8GB SD Card + Camera Bag(S) + Table Tripod + 3 pieces Cleaning Kit + SD Card Reader","manufacturer":"Kodak","currency":"GBP","price":"72.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera w/ 5x Wide Angle Optical Zoom, 3.0\" LCD (Red) + Camera Bag + Table Tripod + 3 pieces Cleaning Kit","manufacturer":"Kodak","currency":"GBP","price":"63.79"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera w/ 5x Wide Angle Optical Zoom, 3.0\" LCD (Red) + 8GB SD Card + Camera Bag(S) + Table Tripod + 3 pieces Cleaning Kit + SD Card Reader","manufacturer":"Kodak","currency":"GBP","price":"72.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera w/ 5x Wide Angle Optical Zoom, 3.0\" LCD (Red) + 2GB SD Card","manufacturer":"Kodak","currency":"GBP","price":"65.04"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera w/ 5x Wide Angle Optical Zoom, 3.0\" LCD (Black) + 4GB SD Card + Camera Bag(S) + Table Tripod + 3 pieces Cleaning Kit + SD Card Reader","manufacturer":"Kodak","currency":"GBP","price":"70.25"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera w/ 5x Wide Angle Optical Zoom, 3.0\" LCD (Red) + 8GB SD Card","manufacturer":"Kodak","currency":"GBP","price":"69.43"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera w/ 5x Wide Angle Optical Zoom, 3.0\" LCD (Red) + 4GB SD Card + Camera Bag(S) + Table Tripod + 3 pieces Cleaning Kit + SD Card Reader","manufacturer":"Kodak","currency":"GBP","price":"70.25"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera w/ 5x Wide Angle Optical Zoom, 3.0\" LCD (Red) + 4GB SD Card","manufacturer":"Kodak","currency":"GBP","price":"66.73"}
